1	Precentral_L	1
2	Precentral_R	1
3	Frontal_Sup_2_L	2
4	Frontal_Sup_2_R	2
5	Frontal_Mid_2_L	3
6	Frontal_Mid_2_R	3
7	Frontal_Inf_Oper_L	4
8	Frontal_Inf_Oper_R	4
9	Frontal_Inf_Tri_L	5
10	Frontal_Inf_Tri_R	5
11	Frontal_Inf_Orb_2_L	6
12	Frontal_Inf_Orb_2_R	6
13	Rolandic_Oper_L	7
14	Rolandic_Oper_R	7
15	Supp_Motor_Area_L	8
16	Supp_Motor_Area_R	8
17	Olfactory_L	9
18	Olfactory_R	9
19	Frontal_Sup_Medial_L	10
20	Frontal_Sup_Medial_R	10
21	Frontal_Med_Orb_L	11
22	Frontal_Med_Orb_R	11
23	Rectus_L	12
24	Rectus_R	12
25	OFCmed_L	13
26	OFCmed_R	13
27	OFCant_L	14
28	OFCant_R	14
29	OFCpost_L	15
30	OFCpost_R	15
31	OFClat_L	16
32	OFClat_R	16
33	Insula_L	17
34	Insula_R	17
37	Cingulate_Mid_L	18
38	Cingulate_Mid_R	18
39	Cingulate_Post_L	19
40	Cingulate_Post_R	19
41	Hippocampus_L	20
42	Hippocampus_R	20
43	ParaHippocampal_L	21
44	ParaHippocampal_R	21
45	Amygdala_L	22
46	Amygdala_R	22
47	Calcarine_L	23
48	Calcarine_R	23
49	Cuneus_L	24
50	Cuneus_R	24
51	Lingual_L	25
52	Lingual_R	25
53	Occipital_Sup_L	26
54	Occipital_Sup_R	26
55	Occipital_Mid_L	27
56	Occipital_Mid_R	27
57	Occipital_Inf_L	28
58	Occipital_Inf_R	28
59	Fusiform_L	29
60	Fusiform_R	29
61	Postcentral_L	30
62	Postcentral_R	30
63	Parietal_Sup_L	31
64	Parietal_Sup_R	31
65	Parietal_Inf_L	32
66	Parietal_Inf_R	32
67	SupraMarginal_L	33
68	SupraMarginal_R	33
69	Angular_L	34
70	Angular_R	34
71	Precuneus_L	35
72	Precuneus_R	35
73	Paracentral_Lobule_L	36
74	Paracentral_Lobule_R	36
75	Caudate_L	37
76	Caudate_R	37
77	Putamen_L	38
78	Putamen_R	38
79	Pallidum_L	39
80	Pallidum_R	39
83	Heschl_L	40
84	Heschl_R	40
85	Temporal_Sup_L	41
86	Temporal_Sup_R	41
87	Temporal_Pole_Sup_L	42
88	Temporal_Pole_Sup_R	42
89	Temporal_Mid_L	43
90	Temporal_Mid_R	43
91	Temporal_Pole_Mid_L	44
92	Temporal_Pole_Mid_R	44
93	Temporal_Inf_L	45
94	Temporal_Inf_R	45
95	Cerebellum_Crus1_L	46
96	Cerebellum_Crus1_R	46
97	Cerebellum_Crus2_L	47
98	Cerebellum_Crus2_R	47
99	Cerebellum_3_L	48
100	Cerebellum_3_R	48
101	Cerebellum_4_5_L	49
102	Cerebellum_4_5_R	49
103	Cerebellum_6_L	50
104	Cerebellum_6_R	50
105	Cerebellum_7b_L	51
106	Cerebellum_7b_R	51
107	Cerebellum_8_L	52
108	Cerebellum_8_R	52
109	Cerebellum_9_L	53
110	Cerebellum_9_R	53
111	Cerebellum_10_L	54
112	Cerebellum_10_R	54
113	Vermis_1_2	55
114	Vermis_3	56
115	Vermis_4_5	57
116	Vermis_6	58
117	Vermis_7	59
118	Vermis_8	60
119	Vermis_9	61
120	Vermis_10	62
121	Thal_AV_L	63
122	Thal_AV_R	63
123	Thal_LP_L	64
124	Thal_LP_R	64
125	Thal_VA_L	65
126	Thal_VA_R	65
127	Thal_VL_L	66
128	Thal_VL_R	66
129	Thal_VPL_L	67
130	Thal_VPL_R	67
131	Thal_IL_L	68
132	Thal_IL_R	68
133	Thal_Re_L	69
134	Thal_Re_R	69
135	Thal_MDm_L	70
136	Thal_MDm_R	70
137	Thal_MDl_L	71
138	Thal_MDl_R	71
139	Thal_LGN_L	72
140	Thal_LGN_R	72
141	Thal_MGN_L	73
142	Thal_MGN_R	73
143	Thal_PuI_L	74
144	Thal_PuI_R	74
145	Thal_PuM_L	75
146	Thal_PuM_R	75
147	Thal_PuA_L	76
148	Thal_PuA_R	76
149	Thal_PuL_L	77
150	Thal_PuL_R	77
151	ACC_sub_L	78
152	ACC_sub_R	78
153	ACC_pre_L	79
154	ACC_pre_R	79
155	ACC_sup_L	80
156	ACC_sup_R	80
157	N_Acc_L	81
158	N_Acc_R	81
159	VTA_L	82
160	VTA_R	82
161	SN_pc_L	83
162	SN_pc_R	83
163	SN_pr_L	84
164	SN_pr_R	84
165	Red_N_L	85
166	Red_N_R	85
167	LC_L	86
168	LC_R	86
169	Raphe_D	87
170	Raphe_M	88
